pincode,post_office_name,district,state,delivery_status
682761,PO Kollam 761,Kollam,Kerala,Delivery
683193,PO Thiruvananthapuram 193,Thiruvananthapuram,Kerala,Delivery
683297,PO Thiruvananthapuram 297,Thiruvananthapuram,Kerala,Delivery
683633,PO Thrissur 633,Thrissur,Kerala,Delivery
683638,PO Thrissur 638,Thrissur,Kerala,Delivery
683020,PO Kochi 20,Kochi,Kerala,Non-Delivery
684191,PO Thiruvananthapuram 191,Thiruvananthapuram,Kerala,Delivery
684129,PO Thrissur 129,Thrissur,Kerala,Delivery
685093,PO Kochi 93,Kochi,Kerala,Non-Delivery
685223,PO Kozhikode 223,Kozhikode,Kerala,Delivery
685805,PO Thrissur 805,Thrissur,Kerala,Delivery
686714,PO Thiruvananthapuram 714,Thiruvananthapuram,Kerala,Delivery
686864,PO Kochi 864,Kochi,Kerala,Delivery
686795,PO Thrissur 795,Thrissur,Kerala,Delivery
686482,PO Kochi 482,Kochi,Kerala,Delivery
686862,PO Kozhikode 862,Kozhikode,Kerala,Delivery
687125,PO Kochi 125,Kochi,Kerala,Delivery
687999,PO Thrissur 999,Thrissur,Kerala,Delivery
688204,PO Thrissur 204,Thrissur,Kerala,Delivery
688097,PO Kollam 97,Kollam,Kerala,Delivery
689485,PO Thrissur 485,Thrissur,Kerala,Delivery
689320,PO Kozhikode 320,Kozhikode,Kerala,Delivery
689746,PO Thiruvananthapuram 746,Thiruvananthapuram,Kerala,Delivery
690260,PO Thrissur 260,Thrissur,Kerala,Delivery
690204,PO Kozhikode 204,Kozhikode,Kerala,Delivery
691997,PO Thiruvananthapuram 997,Thiruvananthapuram,Kerala,Delivery
691445,PO Kozhikode 445,Kozhikode,Kerala,Non-Delivery
691814,PO Kozhikode 814,Kozhikode,Kerala,Delivery
692809,PO Kochi 809,Kochi,Kerala,Non-Delivery
692044,PO Kollam 44,Kollam,Kerala,Delivery
692487,PO Kollam 487,Kollam,Kerala,Delivery
692790,PO Thiruvananthapuram 790,Thiruvananthapuram,Kerala,Delivery
692512,PO Thiruvananthapuram 512,Thiruvananthapuram,Kerala,Delivery
693954,PO Thiruvananthapuram 954,Thiruvananthapuram,Kerala,Delivery
693661,PO Kochi 661,Kochi,Kerala,Delivery
693811,PO Thiruvananthapuram 811,Thiruvananthapuram,Kerala,Delivery
693239,PO Kozhikode 239,Kozhikode,Kerala,Delivery
694825,PO Thrissur 825,Thrissur,Kerala,Delivery
694022,PO Thrissur 22,Thrissur,Kerala,Delivery
694138,PO Kozhikode 138,Kozhikode,Kerala,Delivery
694497,PO Thrissur 497,Thrissur,Kerala,Delivery
695195,PO Kollam 195,Kollam,Kerala,Delivery
695357,PO Kozhikode 357,Kozhikode,Kerala,Delivery
695282,PO Kollam 282,Kollam,Kerala,Delivery
695568,PO Kochi 568,Kochi,Kerala,Delivery
695159,PO Thrissur 159,Thrissur,Kerala,Delivery
700555,PO North 24 Parganas 555,North 24 Parganas,West Bengal,Delivery
700795,PO South 24 Parganas 795,South 24 Parganas,West Bengal,Delivery
700905,PO Kolkata 905,Kolkata,West Bengal,Delivery
700373,PO Howrah 373,Howrah,West Bengal,Delivery
701675,PO South 24 Parganas 675,South 24 Parganas,West Bengal,Delivery
701700,PO South 24 Parganas 700,South 24 Parganas,West Bengal,Delivery
702628,PO North 24 Parganas 628,North 24 Parganas,West Bengal,Delivery
702657,PO North 24 Parganas 657,North 24 Parganas,West Bengal,Delivery
702536,PO Kolkata 536,Kolkata,West Bengal,Non-Delivery
703183,PO Kolkata 183,Kolkata,West Bengal,Delivery
703498,PO Howrah 498,Howrah,West Bengal,Delivery
703585,PO South 24 Parganas 585,South 24 Parganas,West Bengal,Delivery
704051,PO North 24 Parganas 51,North 24 Parganas,West Bengal,Delivery
704736,PO Kolkata 736,Kolkata,West Bengal,Non-Delivery
704944,PO Howrah 944,Howrah,West Bengal,Delivery
704951,PO Kolkata 951,Kolkata,West Bengal,Delivery
705370,PO South 24 Parganas 370,South 24 Parganas,West Bengal,Delivery
705814,PO Kolkata 814,Kolkata,West Bengal,Delivery
706542,PO Kolkata 542,Kolkata,West Bengal,Delivery
706855,PO North 24 Parganas 855,North 24 Parganas,West Bengal,Delivery
706222,PO Kolkata 222,Kolkata,West Bengal,Delivery
706237,PO South 24 Parganas 237,South 24 Parganas,West Bengal,Delivery
707584,PO Howrah 584,Howrah,West Bengal,Delivery
707572,PO South 24 Parganas 572,South 24 Parganas,West Bengal,Delivery
707785,PO North 24 Parganas 785,North 24 Parganas,West Bengal,Delivery
708905,PO Kolkata 905,Kolkata,West Bengal,Delivery
708185,PO South 24 Parganas 185,South 24 Parganas,West Bengal,Delivery
708674,PO Howrah 674,Howrah,West Bengal,Delivery
708615,PO South 24 Parganas 615,South 24 Parganas,West Bengal,Delivery
708925,PO North 24 Parganas 925,North 24 Parganas,West Bengal,Delivery
709866,PO North 24 Parganas 866,North 24 Parganas,West Bengal,Delivery
709649,PO South 24 Parganas 649,South 24 Parganas,West Bengal,Delivery
709332,PO Howrah 332,Howrah,West Bengal,Delivery
709220,PO South 24 Parganas 220,South 24 Parganas,West Bengal,Delivery
710369,PO South 24 Parganas 369,South 24 Parganas,West Bengal,Delivery
710407,PO Kolkata 407,Kolkata,West Bengal,Delivery
710292,PO Kolkata 292,Kolkata,West Bengal,Delivery
710912,PO North 24 Parganas 912,North 24 Parganas,West Bengal,Non-Delivery
711220,PO North 24 Parganas 220,North 24 Parganas,West Bengal,Non-Delivery
711842,PO North 24 Parganas 842,North 24 Parganas,West Bengal,Delivery
711524,PO Howrah 524,Howrah,West Bengal,Delivery
712365,PO Howrah 365,Howrah,West Bengal,Delivery
712376,PO Howrah 376,Howrah,West Bengal,Delivery
712831,PO North 24 Parganas 831,North 24 Parganas,West Bengal,Delivery
712410,PO Howrah 410,Howrah,West Bengal,Delivery
712741,PO North 24 Parganas 741,North 24 Parganas,West Bengal,Delivery
713500,PO Kolkata 500,Kolkata,West Bengal,Delivery
713308,PO Kolkata 308,Kolkata,West Bengal,Delivery
713591,PO South 24 Parganas 591,South 24 Parganas,West Bengal,Delivery
714944,PO North 24 Parganas 944,North 24 Parganas,West Bengal,Delivery
714837,PO South 24 Parganas 837,South 24 Parganas,West Bengal,Delivery
715891,PO Howrah 891,Howrah,West Bengal,Delivery
715870,PO Kolkata 870,Kolkata,West Bengal,Delivery
716056,PO North 24 Parganas 56,North 24 Parganas,West Bengal,Delivery
716327,PO Howrah 327,Howrah,West Bengal,Delivery
716715,PO Howrah 715,Howrah,West Bengal,Delivery
716690,PO South 24 Parganas 690,South 24 Parganas,West Bengal,Delivery
716771,PO Kolkata 771,Kolkata,West Bengal,Delivery
717806,PO South 24 Parganas 806,South 24 Parganas,West Bengal,Delivery
717345,PO Kolkata 345,Kolkata,West Bengal,Delivery
717764,PO Kolkata 764,Kolkata,West Bengal,Delivery
717269,PO Kolkata 269,Kolkata,West Bengal,Delivery
718793,PO Howrah 793,Howrah,West Bengal,Delivery
718493,PO Howrah 493,Howrah,West Bengal,Delivery
718668,PO Howrah 668,Howrah,West Bengal,Delivery
718754,PO Howrah 754,Howrah,West Bengal,Delivery
718273,PO South 24 Parganas 273,South 24 Parganas,West Bengal,Delivery
719116,PO South 24 Parganas 116,South 24 Parganas,West Bengal,Delivery
719357,PO Howrah 357,Howrah,West Bengal,Delivery
720789,PO North 24 Parganas 789,North 24 Parganas,West Bengal,Delivery
720359,PO South 24 Parganas 359,South 24 Parganas,West Bengal,Delivery
721046,PO Howrah 46,Howrah,West Bengal,Delivery
721383,PO Howrah 383,Howrah,West Bengal,Delivery
721874,PO Kolkata 874,Kolkata,West Bengal,Delivery
721056,PO Howrah 56,Howrah,West Bengal,Delivery
721949,PO Howrah 949,Howrah,West Bengal,Delivery
722015,PO North 24 Parganas 15,North 24 Parganas,West Bengal,Delivery
722114,PO North 24 Parganas 114,North 24 Parganas,West Bengal,Delivery
722024,PO North 24 Parganas 24,North 24 Parganas,West Bengal,Delivery
722551,PO Howrah 551,Howrah,West Bengal,Delivery
723562,PO South 24 Parganas 562,South 24 Parganas,West Bengal,Delivery
723145,PO Kolkata 145,Kolkata,West Bengal,Delivery
723928,PO Kolkata 928,Kolkata,West Bengal,Delivery
723062,PO North 24 Parganas 62,North 24 Parganas,West Bengal,Delivery
724055,PO South 24 Parganas 55,South 24 Parganas,West Bengal,Delivery
724009,PO Kolkata 9,Kolkata,West Bengal,Delivery
724278,PO North 24 Parganas 278,North 24 Parganas,West Bengal,Delivery
724020,PO North 24 Parganas 20,North 24 Parganas,West Bengal,Delivery
725237,PO South 24 Parganas 237,South 24 Parganas,West Bengal,Delivery
725727,PO Kolkata 727,Kolkata,West Bengal,Delivery
725497,PO Kolkata 497,Kolkata,West Bengal,Delivery
725513,PO South 24 Parganas 513,South 24 Parganas,West Bengal,Delivery
725730,PO Kolkata 730,Kolkata,West Bengal,Non-Delivery
726342,PO South 24 Parganas 342,South 24 Parganas,West Bengal,Delivery
726161,PO Kolkata 161,Kolkata,West Bengal,Delivery
726361,PO North 24 Parganas 361,North 24 Parganas,West Bengal,Delivery
726242,PO North 24 Parganas 242,North 24 Parganas,West Bengal,Delivery
727900,PO South 24 Parganas 900,South 24 Parganas,West Bengal,Delivery
727835,PO Kolkata 835,Kolkata,West Bengal,Delivery
727972,PO North 24 Parganas 972,North 24 Parganas,West Bengal,Delivery
727350,PO South 24 Parganas 350,South 24 Parganas,West Bengal,Delivery
728748,PO South 24 Parganas 748,South 24 Parganas,West Bengal,Delivery
728695,PO Howrah 695,Howrah,West Bengal,Delivery
729437,PO North 24 Parganas 437,North 24 Parganas,West Bengal,Delivery
729338,PO South 24 Parganas 338,South 24 Parganas,West Bengal,Delivery
729212,PO Howrah 212,Howrah,West Bengal,Delivery
730884,PO Howrah 884,Howrah,West Bengal,Delivery
730723,PO Howrah 723,Howrah,West Bengal,Delivery
730931,PO Howrah 931,Howrah,West Bengal,Delivery
731326,PO Kolkata 326,Kolkata,West Bengal,Delivery
731972,PO Kolkata 972,Kolkata,West Bengal,Delivery
731860,PO Howrah 860,Howrah,West Bengal,Delivery
732902,PO South 24 Parganas 902,South 24 Parganas,West Bengal,Delivery
732311,PO South 24 Parganas 311,South 24 Parganas,West Bengal,Delivery
732842,PO North 24 Parganas 842,North 24 Parganas,West Bengal,Delivery
732193,PO Kolkata 193,Kolkata,West Bengal,Delivery
733781,PO North 24 Parganas 781,North 24 Parganas,West Bengal,Delivery
733628,PO Howrah 628,Howrah,West Bengal,Delivery
734704,PO Kolkata 704,Kolkata,West Bengal,Delivery
734705,PO South 24 Parganas 705,South 24 Parganas,West Bengal,Delivery
734867,PO South 24 Parganas 867,South 24 Parganas,West Bengal,Delivery
735189,PO South 24 Parganas 189,South 24 Parganas,West Bengal,Delivery
735141,PO Howrah 141,Howrah,West Bengal,Delivery
735034,PO South 24 Parganas 34,South 24 Parganas,West Bengal,Delivery
735016,PO North 24 Parganas 16,North 24 Parganas,West Bengal,Delivery
736761,PO Howrah 761,Howrah,West Bengal,Delivery
736068,PO Howrah 68,Howrah,West Bengal,Delivery
736450,PO South 24 Parganas 450,South 24 Parganas,West Bengal,Delivery
737909,PO Howrah 909,Howrah,West Bengal,Delivery
737795,PO Kolkata 795,Kolkata,West Bengal,Delivery
737845,PO South 24 Parganas 845,South 24 Parganas,West Bengal,Delivery
737404,PO Kolkata 404,Kolkata,West Bengal,Delivery
737463,PO South 24 Parganas 463,South 24 Parganas,West Bengal,Delivery
738899,PO Howrah 899,Howrah,West Bengal,Delivery
738406,PO Kolkata 406,Kolkata,West Bengal,Delivery
739195,PO North 24 Parganas 195,North 24 Parganas,West Bengal,Delivery
739906,PO North 24 Parganas 906,North 24 Parganas,West Bengal,Delivery
740473,PO Howrah 473,Howrah,West Bengal,Delivery
740628,PO Kolkata 628,Kolkata,West Bengal,Delivery
740926,PO Howrah 926,Howrah,West Bengal,Delivery
740662,PO South 24 Parganas 662,South 24 Parganas,West Bengal,Delivery
741185,PO Howrah 185,Howrah,West Bengal,Delivery
741332,PO South 24 Parganas 332,South 24 Parganas,West Bengal,Non-Delivery
742605,PO Howrah 605,Howrah,West Bengal,Delivery
742093,PO North 24 Parganas 93,North 24 Parganas,West Bengal,Delivery
742665,PO Howrah 665,Howrah,West Bengal,Delivery
742127,PO Kolkata 127,Kolkata,West Bengal,Delivery
742461,PO North 24 Parganas 461,North 24 Parganas,West Bengal,Delivery
743745,PO Howrah 745,Howrah,West Bengal,Delivery
743390,PO Kolkata 390,Kolkata,West Bengal,Delivery
743935,PO North 24 Parganas 935,North 24 Parganas,West Bengal,Delivery
743676,PO Howrah 676,Howrah,West Bengal,Delivery
743149,PO Howrah 149,Howrah,West Bengal,Delivery
750430,PO Rourkela 430,Rourkela,Odisha,Delivery
750788,PO Berhampur 788,Berhampur,Odisha,Delivery
751121,PO Cuttack 121,Cuttack,Odisha,Delivery
751004,PO Rourkela 4,Rourkela,Odisha,Non-Delivery
751510,PO Berhampur 510,Berhampur,Odisha,Delivery
752623,PO Berhampur 623,Berhampur,Odisha,Delivery
752603,PO Berhampur 603,Berhampur,Odisha,Delivery
753082,PO Bhubaneswar 82,Bhubaneswar,Odisha,Delivery
753561,PO Rourkela 561,Rourkela,Odisha,Delivery
753571,PO Cuttack 571,Cuttack,Odisha,Non-Delivery
753152,PO Bhubaneswar 152,Bhubaneswar,Odisha,Delivery
753038,PO Cuttack 38,Cuttack,Odisha,Delivery
754340,PO Bhubaneswar 340,Bhubaneswar,Odisha,Non-Delivery
754427,PO Cuttack 427,Cuttack,Odisha,Delivery
754292,PO Cuttack 292,Cuttack,Odisha,Delivery
754768,PO Rourkela 768,Rourkela,Odisha,Delivery
755787,PO Rourkela 787,Rourkela,Odisha,Delivery
755920,PO Berhampur 920,Berhampur,Odisha,Delivery
756864,PO Bhubaneswar 864,Bhubaneswar,Odisha,Delivery
756138,PO Bhubaneswar 138,Bhubaneswar,Odisha,Delivery
756282,PO Rourkela 282,Rourkela,Odisha,Delivery
756538,PO Cuttack 538,Cuttack,Odisha,Delivery
756627,PO Bhubaneswar 627,Bhubaneswar,Odisha,Delivery
757496,PO Rourkela 496,Rourkela,Odisha,Delivery
757869,PO Rourkela 869,Rourkela,Odisha,Delivery
758950,PO Cuttack 950,Cuttack,Odisha,Delivery
758509,PO Berhampur 509,Berhampur,Odisha,Delivery
758185,PO Cuttack 185,Cuttack,Odisha,Delivery
758199,PO Bhubaneswar 199,Bhubaneswar,Odisha,Delivery
759641,PO Bhubaneswar 641,Bhubaneswar,Odisha,Delivery
759213,PO Berhampur 213,Berhampur,Odisha,Delivery
759342,PO Rourkela 342,Rourkela,Odisha,Delivery
759653,PO Cuttack 653,Cuttack,Odisha,Non-Delivery
759207,PO Rourkela 207,Rourkela,Odisha,Delivery
760316,PO Rourkela 316,Rourkela,Odisha,Delivery
760332,PO Bhubaneswar 332,Bhubaneswar,Odisha,Delivery
761350,PO Berhampur 350,Berhampur,Odisha,Delivery
761631,PO Bhubaneswar 631,Bhubaneswar,Odisha,Delivery
761199,PO Rourkela 199,Rourkela,Odisha,Delivery
761945,PO Berhampur 945,Berhampur,Odisha,Delivery
762662,PO Cuttack 662,Cuttack,Odisha,Delivery
762643,PO Berhampur 643,Berhampur,Odisha,Delivery
763474,PO Berhampur 474,Berhampur,Odisha,Delivery
763058,PO Rourkela 58,Rourkela,Odisha,Delivery
763695,PO Rourkela 695,Rourkela,Odisha,Delivery
763020,PO Cuttack 20,Cuttack,Odisha,Delivery
764819,PO Rourkela 819,Rourkela,Odisha,Delivery
764153,PO Rourkela 153,Rourkela,Odisha,Delivery
764348,PO Berhampur 348,Berhampur,Odisha,Delivery
764863,PO Cuttack 863,Cuttack,Odisha,Delivery
765192,PO Bhubaneswar 192,Bhubaneswar,Odisha,Delivery
765770,PO Rourkela 770,Rourkela,Odisha,Delivery
765323,PO Bhubaneswar 323,Bhubaneswar,Odisha,Delivery
765089,PO Berhampur 89,Berhampur,Odisha,Delivery
765381,PO Berhampur 381,Berhampur,Odisha,Delivery
766222,PO Rourkela 222,Rourkela,Odisha,Delivery
766384,PO Bhubaneswar 384,Bhubaneswar,Odisha,Delivery
766936,PO Bhubaneswar 936,Bhubaneswar,Odisha,Delivery
766026,PO Berhampur 26,Berhampur,Odisha,Delivery
767195,PO Rourkela 195,Rourkela,Odisha,Delivery
767751,PO Rourkela 751,Rourkela,Odisha,Delivery
767147,PO Bhubaneswar 147,Bhubaneswar,Odisha,Delivery
768211,PO Bhubaneswar 211,Bhubaneswar,Odisha,Delivery
768731,PO Bhubaneswar 731,Bhubaneswar,Odisha,Non-Delivery
768955,PO Bhubaneswar 955,Bhubaneswar,Odisha,Delivery
769342,PO Berhampur 342,Berhampur,Odisha,Delivery
769106,PO Rourkela 106,Rourkela,Odisha,Non-Delivery
770655,PO Cuttack 655,Cuttack,Odisha,Delivery
770198,PO Rourkela 198,Rourkela,Odisha,Delivery
770327,PO Berhampur 327,Berhampur,Odisha,Delivery
770280,PO Cuttack 280,Cuttack,Odisha,Delivery
800016,PO Darbhanga 16,Darbhanga,Bihar,Delivery
800105,PO Gaya 105,Gaya,Bihar,Delivery
801278,PO Gaya 278,Gaya,Bihar,Delivery
801824,PO Muzaffarpur 824,Muzaffarpur,Bihar,Delivery
801176,PO Patna 176,Patna,Bihar,Delivery
801914,PO Muzaffarpur 914,Muzaffarpur,Bihar,Delivery
802134,PO Patna 134,Patna,Bihar,Delivery
802692,PO Patna 692,Patna,Bihar,Delivery
803089,PO Bhagalpur 89,Bhagalpur,Bihar,Delivery
803722,PO Darbhanga 722,Darbhanga,Bihar,Delivery
804632,PO Muzaffarpur 632,Muzaffarpur,Bihar,Delivery
804838,PO Gaya 838,Gaya,Bihar,Delivery
804687,PO Darbhanga 687,Darbhanga,Bihar,Delivery
804945,PO Bhagalpur 945,Bhagalpur,Bihar,Delivery
804096,PO Bhagalpur 96,Bhagalpur,Bihar,Delivery
805701,PO Bhagalpur 701,Bhagalpur,Bihar,Delivery
805971,PO Gaya 971,Gaya,Bihar,Delivery
805918,PO Darbhanga 918,Darbhanga,Bihar,Delivery
805373,PO Bhagalpur 373,Bhagalpur,Bihar,Delivery
806808,PO Muzaffarpur 808,Muzaffarpur,Bihar,Delivery
806031,PO Patna 31,Patna,Bihar,Delivery
806360,PO Bhagalpur 360,Bhagalpur,Bihar,Delivery
806175,PO Muzaffarpur 175,Muzaffarpur,Bihar,Delivery
807521,PO Patna 521,Patna,Bihar,Delivery
807732,PO Patna 732,Patna,Bihar,Delivery
807666,PO Patna 666,Patna,Bihar,Delivery
808411,PO Darbhanga 411,Darbhanga,Bihar,Delivery
808636,PO Gaya 636,Gaya,Bihar,Delivery
808998,PO Bhagalpur 998,Bhagalpur,Bihar,Delivery
808349,PO Gaya 349,Gaya,Bihar,Delivery
808606,PO Bhagalpur 606,Bhagalpur,Bihar,Delivery
809581,PO Muzaffarpur 581,Muzaffarpur,Bihar,Delivery
809242,PO Gaya 242,Gaya,Bihar,Delivery
809080,PO Darbhanga 80,Darbhanga,Bihar,Delivery
809118,PO Darbhanga 118,Darbhanga,Bihar,Delivery
809334,PO Darbhanga 334,Darbhanga,Bihar,Delivery
810181,PO Muzaffarpur 181,Muzaffarpur,Bihar,Delivery
810072,PO Darbhanga 72,Darbhanga,Bihar,Delivery
810834,PO Darbhanga 834,Darbhanga,Bihar,Delivery
810389,PO Muzaffarpur 389,Muzaffarpur,Bihar,Delivery
810677,PO Patna 677,Patna,Bihar,Delivery
811909,PO Darbhanga 909,Darbhanga,Bihar,Delivery
811652,PO Patna 652,Patna,Bihar,Delivery
811677,PO Gaya 677,Gaya,Bihar,Delivery
812400,PO Darbhanga 400,Darbhanga,Bihar,Delivery
812201,PO Gaya 201,Gaya,Bihar,Delivery
812325,PO Muzaffarpur 325,Muzaffarpur,Bihar,Delivery
812936,PO Muzaffarpur 936,Muzaffarpur,Bihar,Delivery
813736,PO Muzaffarpur 736,Muzaffarpur,Bihar,Delivery
813597,PO Patna 597,Patna,Bihar,Delivery
813523,PO Bhagalpur 523,Bhagalpur,Bihar,Delivery
813873,PO Muzaffarpur 873,Muzaffarpur,Bihar,Delivery
813923,PO Darbhanga 923,Darbhanga,Bihar,Delivery
814721,PO Darbhanga 721,Darbhanga,Bihar,Delivery
814368,PO Patna 368,Patna,Bihar,Delivery
815241,PO Bhagalpur 241,Bhagalpur,Bihar,Delivery
815404,PO Muzaffarpur 404,Muzaffarpur,Bihar,Delivery
816391,PO Bhagalpur 391,Bhagalpur,Bihar,Delivery
816679,PO Gaya 679,Gaya,Bihar,Delivery
816193,PO Darbhanga 193,Darbhanga,Bihar,Delivery
816947,PO Muzaffarpur 947,Muzaffarpur,Bihar,Delivery
816158,PO Muzaffarpur 158,Muzaffarpur,Bihar,Delivery
817138,PO Patna 138,Patna,Bihar,Delivery
817017,PO Gaya 17,Gaya,Bihar,Delivery
817499,PO Bhagalpur 499,Bhagalpur,Bihar,Delivery
818087,PO Gaya 87,Gaya,Bihar,Delivery
818426,PO Bhagalpur 426,Bhagalpur,Bihar,Delivery
818713,PO Darbhanga 713,Darbhanga,Bihar,Delivery
819466,PO Darbhanga 466,Darbhanga,Bihar,Delivery
819840,PO Bhagalpur 840,Bhagalpur,Bihar,Delivery
819232,PO Gaya 232,Gaya,Bihar,Delivery
820592,PO Bhagalpur 592,Bhagalpur,Bihar,Delivery
820243,PO Darbhanga 243,Darbhanga,Bihar,Delivery
821035,PO Patna 35,Patna,Bihar,Delivery
821722,PO Muzaffarpur 722,Muzaffarpur,Bihar,Delivery
821494,PO Patna 494,Patna,Bihar,Delivery
821749,PO Darbhanga 749,Darbhanga,Bihar,Delivery
822477,PO Darbhanga 477,Darbhanga,Bihar,Delivery
822912,PO Darbhanga 912,Darbhanga,Bihar,Delivery
822484,PO Patna 484,Patna,Bihar,Delivery
822553,PO Darbhanga 553,Darbhanga,Bihar,Delivery
823926,PO Muzaffarpur 926,Muzaffarpur,Bihar,Delivery
823012,PO Bhagalpur 12,Bhagalpur,Bihar,Delivery
824588,PO Muzaffarpur 588,Muzaffarpur,Bihar,Delivery
824984,PO Muzaffarpur 984,Muzaffarpur,Bihar,Delivery
824037,PO Darbhanga 37,Darbhanga,Bihar,Delivery
824745,PO Darbhanga 745,Darbhanga,Bihar,Delivery
824645,PO Bhagalpur 645,Bhagalpur,Bihar,Delivery
825673,PO Muzaffarpur 673,Muzaffarpur,Bihar,Delivery
825640,PO Patna 640,Patna,Bihar,Delivery
826130,PO Darbhanga 130,Darbhanga,Bihar,Delivery
826803,PO Muzaffarpur 803,Muzaffarpur,Bihar,Delivery
827282,PO Muzaffarpur 282,Muzaffarpur,Bihar,Non-Delivery
827115,PO Darbhanga 115,Darbhanga,Bihar,Delivery
827606,PO Gaya 606,Gaya,Bihar,Delivery
827379,PO Gaya 379,Gaya,Bihar,Delivery
828497,PO Gaya 497,Gaya,Bihar,Delivery
828883,PO Patna 883,Patna,Bihar,Delivery
828087,PO Gaya 87,Gaya,Bihar,Delivery
829858,PO Bhagalpur 858,Bhagalpur,Bihar,Delivery
829423,PO Bhagalpur 423,Bhagalpur,Bihar,Delivery
829451,PO Gaya 451,Gaya,Bihar,Delivery
830056,PO Muzaffarpur 56,Muzaffarpur,Bihar,Delivery
830119,PO Patna 119,Patna,Bihar,Delivery
830409,PO Bhagalpur 409,Bhagalpur,Bihar,Delivery
830765,PO Darbhanga 765,Darbhanga,Bihar,Delivery
831486,PO Muzaffarpur 486,Muzaffarpur,Bihar,Delivery
831892,PO Bhagalpur 892,Bhagalpur,Bihar,Non-Delivery
831950,PO Bhagalpur 950,Bhagalpur,Bihar,Delivery
831324,PO Darbhanga 324,Darbhanga,Bihar,Delivery
831043,PO Patna 43,Patna,Bihar,Delivery
832980,PO Bhagalpur 980,Bhagalpur,Bihar,Delivery
832668,PO Muzaffarpur 668,Muzaffarpur,Bihar,Delivery
832274,PO Patna 274,Patna,Bihar,Delivery
832599,PO Bhagalpur 599,Bhagalpur,Bihar,Delivery
833752,PO Darbhanga 752,Darbhanga,Bihar,Delivery
833533,PO Muzaffarpur 533,Muzaffarpur,Bihar,Delivery
833185,PO Muzaffarpur 185,Muzaffarpur,Bihar,Delivery
834852,PO Patna 852,Patna,Bihar,Non-Delivery
834101,PO Darbhanga 101,Darbhanga,Bihar,Delivery
835360,PO Gaya 360,Gaya,Bihar,Delivery
835258,PO Gaya 258,Gaya,Bihar,Non-Delivery
835635,PO Patna 635,Patna,Bihar,Delivery
835609,PO Gaya 609,Gaya,Bihar,Delivery
835654,PO Patna 654,Patna,Bihar,Delivery
836089,PO Darbhanga 89,Darbhanga,Bihar,Delivery
836673,PO Darbhanga 673,Darbhanga,Bihar,Delivery
837918,PO Patna 918,Patna,Bihar,Delivery
837260,PO Muzaffarpur 260,Muzaffarpur,Bihar,Delivery
837959,PO Patna 959,Patna,Bihar,Delivery
838788,PO Bhagalpur 788,Bhagalpur,Bihar,Delivery
838684,PO Muzaffarpur 684,Muzaffarpur,Bihar,Delivery
838800,PO Patna 800,Patna,Bihar,Delivery
838064,PO Bhagalpur 64,Bhagalpur,Bihar,Delivery
839265,PO Muzaffarpur 265,Muzaffarpur,Bihar,Delivery
839072,PO Bhagalpur 72,Bhagalpur,Bihar,Delivery
840625,PO Bhagalpur 625,Bhagalpur,Bihar,Delivery
840504,PO Patna 504,Patna,Bihar,Delivery
840788,PO Bhagalpur 788,Bhagalpur,Bihar,Delivery
841935,PO Bhagalpur 935,Bhagalpur,Bihar,Delivery
841106,PO Patna 106,Patna,Bihar,Delivery
842796,PO Bhagalpur 796,Bhagalpur,Bihar,Non-Delivery
842510,PO Gaya 510,Gaya,Bihar,Delivery
842001,PO Patna 1,Patna,Bihar,Delivery
842273,PO Gaya 273,Gaya,Bihar,Delivery
843589,PO Patna 589,Patna,Bihar,Delivery
843963,PO Bhagalpur 963,Bhagalpur,Bihar,Delivery
843414,PO Patna 414,Patna,Bihar,Delivery
843004,PO Bhagalpur 4,Bhagalpur,Bihar,Delivery
843838,PO Bhagalpur 838,Bhagalpur,Bihar,Delivery
844342,PO Muzaffarpur 342,Muzaffarpur,Bihar,Delivery
844648,PO Patna 648,Patna,Bihar,Delivery
844874,PO Muzaffarpur 874,Muzaffarpur,Bihar,Delivery
844471,PO Muzaffarpur 471,Muzaffarpur,Bihar,Delivery
845568,PO Patna 568,Patna,Bihar,Delivery
845677,PO Gaya 677,Gaya,Bihar,Delivery
845400,PO Patna 400,Patna,Bihar,Delivery
846499,PO Patna 499,Patna,Bihar,Delivery
846449,PO Gaya 449,Gaya,Bihar,Delivery
846198,PO Patna 198,Patna,Bihar,Delivery
846608,PO Gaya 608,Gaya,Bihar,Delivery
847812,PO Darbhanga 812,Darbhanga,Bihar,Delivery
847512,PO Darbhanga 512,Darbhanga,Bihar,Delivery
848990,PO Patna 990,Patna,Bihar,Non-Delivery
848058,PO Muzaffarpur 58,Muzaffarpur,Bihar,Delivery
848044,PO Bhagalpur 44,Bhagalpur,Bihar,Delivery
848827,PO Darbhanga 827,Darbhanga,Bihar,Delivery
848695,PO Darbhanga 695,Darbhanga,Bihar,Delivery
849948,PO Patna 948,Patna,Bihar,Non-Delivery
849145,PO Bhagalpur 145,Bhagalpur,Bihar,Delivery
849483,PO Darbhanga 483,Darbhanga,Bihar,Non-Delivery
850015,PO Gaya 15,Gaya,Bihar,Delivery
850927,PO Muzaffarpur 927,Muzaffarpur,Bihar,Delivery
850100,PO Bhagalpur 100,Bhagalpur,Bihar,Delivery
851838,PO Patna 838,Patna,Bihar,Delivery
851610,PO Darbhanga 610,Darbhanga,Bihar,Delivery
852437,PO Muzaffarpur 437,Muzaffarpur,Bihar,Delivery
